pm25Grade1h,pm10Value24,so2Value,pm10Grade1h,pm10Value,o3Grade,pm25Flag,khaiGrade,pm25Value,no2Flag,mangName,stationName,no2Value,so2Grade,stationCode,coFlag,khaiValue,coValue,pm10Flag,sidoName,pm25Value24,no2Grade,o3Flag,pm25Grade,so2Flag,coGrade,dataTime,pm10Grade,o3Value
1.0,21,0.002,1.0,21,2.0,,2.0,15,,항만,인천 신항,0.006,1.0,823903,,54,0.1,,인천,17,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.031
2.0,24,-,1.0,25,,,,19,통신장애,항만,인천 북항,-,,823904,통신장애,-,-,,인천,13,,통신장애,1.0,통신장애,,2025-07-07 01:00,1.0,-
1.0,23,-,1.0,24,,,,14,통신장애,항만,인천 남항,-,,823905,통신장애,-,-,,인천,14,,통신장애,1.0,통신장애,,2025-07-07 01:00,1.0,-
1.0,10,0.002,1.0,5,2.0,,2.0,5,,교외대기,석모리,0.004,1.0,831481,,52,0.5,,인천,9,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.032
1.0,6,0.001,1.0,3,2.0,,2.0,2,,교외대기,덕적도,0.003,1.0,831491,,62,0.3,,인천,3,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.043
1.0,11,0.002,1.0,2,2.0,,2.0,4,,국가배경농도(도서),백령도,0.001,1.0,831492,,56,0.2,,인천,6,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.036
,,,,,,,,,,도시대기,영흥,,,831493,,,,,인천,,,,,,,,,
,,,,,,,,,,국가배경농도(도서),연평도,,,831494,,,,,인천,,,,,,,,,
1.0,8,0.002,1.0,5,2.0,,2.0,2,,국가배경농도(도서),울도,0.001,1.0,831495,,60,0.3,,인천,4,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.041
1.0,13,0.003,1.0,9,1.0,,1.0,4,,도시대기,서석동,0.003,1.0,324115,,30,0.2,,광주,5,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.018
1.0,12,0.003,1.0,9,1.0,,1.0,5,,도시대기,농성동,0.005,1.0,324121,통신장애,49,-,,광주,6,1.0,,1.0,,,2025-07-07 01:00,1.0,0.029
1.0,-,0.003,1.0,14,1.0,,,3,,도로변대기,치평동,0.004,1.0,324123,,-,0.3,,광주,5,1.0,,1.0,,1.0,2025-07-07 01:00,,0.024
1.0,10,0.003,1.0,11,1.0,,1.0,2,,도시대기,노대동,0.003,1.0,324124,,22,0.2,,광주,2,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.013
1.0,14,0.003,1.0,15,1.0,,1.0,3,,도시대기,유촌동,0.007,1.0,324125,,39,0.4,,광주,5,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.024
1.0,14,0.003,1.0,11,1.0,,1.0,5,,도시대기,두암동,0.003,1.0,324133,,46,0.3,,광주,6,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.027
,14,0.003,1.0,10,1.0,통신장애,,-,,도로변대기,운암동,0.005,1.0,324134,,-,0.4,,광주,-,1.0,,,,1.0,2025-07-07 01:00,1.0,0.027
1.0,10,0.003,1.0,10,1.0,,1.0,3,,도시대기,건국동,0.005,1.0,324135,통신장애,45,-,,광주,4,1.0,,1.0,,,2025-07-07 01:00,1.0,0.027
1.0,13,0.003,1.0,10,1.0,,1.0,2,,도시대기,일곡동,0.007,1.0,324136,,27,0.2,,광주,2,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.016
1.0,21,0.003,1.0,10,1.0,,1.0,4,,도시대기,오선동,0.005,1.0,324142,,35,0.4,,광주,5,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.021
1.0,14,0.003,1.0,13,1.0,,1.0,5,,도시대기,우산동(광주),0.007,1.0,324143,,38,0.3,,광주,6,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.023
1.0,13,0.003,1.0,15,1.0,,1.0,7,,도시대기,평동,0.007,1.0,324148,,33,0.7,,광주,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.014
1.0,13,0.003,1.0,11,1.0,,1.0,4,,도시대기,주월동,0.002,1.0,324155,,47,0.2,,광주,4,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.028
2.0,14,0.002,1.0,11,1.0,,2.0,20,,도시대기,읍내동,0.005,1.0,525111,,51,0.2,,대전,16,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.027
2.0,24,0.003,1.0,23,1.0,,2.0,25,,도시대기,문평동,0.009,1.0,525112,,59,0.3,,대전,19,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.025
1.0,17,0.003,1.0,19,1.0,,1.0,13,,도시대기,문창동,0.005,1.0,525121,,43,0.3,,대전,13,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.019
1.0,20,0.003,1.0,23,2.0,,2.0,12,,도시대기,구성동,0.005,1.0,525141,,52,0.3,,대전,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.032
2.0,22,0.002,1.0,26,2.0,,2.0,18,,도시대기,노은동,0.005,1.0,525142,,55,0.2,,대전,15,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.034
1.0,18,0.002,1.0,19,1.0,,1.0,10,,도시대기,상대동(대전),0.006,1.0,525143,,47,0.2,,대전,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.028
1.0,19,0.002,1.0,17,1.0,,1.0,9,,도시대기,관평동,0.004,1.0,525144,,42,0.3,,대전,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.025
1.0,15,0.003,1.0,14,1.0,,1.0,8,,도로변대기,지족동,0.007,1.0,525145,,46,0.2,,대전,7,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.028
1.0,20,0.003,1.0,14,1.0,,1.0,10,,도로변대기,대흥동1,0.004,1.0,525151,,37,0.3,,대전,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.022
2.0,20,0.002,1.0,23,2.0,,2.0,17,,도시대기,성남동1,0.003,1.0,525161,,56,0.3,,대전,18,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.036
1.0,17,0.002,1.0,17,1.0,,1.0,11,,도시대기,대성동,0.005,1.0,525162,,43,0.3,,대전,13,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.026
1.0,17,0.003,1.0,11,1.0,,1.0,5,,도시대기,정림동,0.005,1.0,525171,,48,0.4,,대전,8,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.029
1.0,29,0.002,2.0,39,1.0,,1.0,1,,도시대기,둔산동,0.006,1.0,525172,,49,0.2,,대전,8,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.029
1.0,17,0.003,1.0,12,1.0,,1.0,8,,도로변대기,월평동,0.005,1.0,525173,,46,0.4,,대전,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.028
,26,0.002,1.0,22,2.0,통신장애,,-,,도시대기,대송동,0.01,1.0,238120,,-,0.4,,울산,-,1.0,,,,1.0,2025-07-07 01:00,1.0,0.032
,25,0.002,1.0,24,1.0,통신장애,,-,,도시대기,성남동,0.009,1.0,238121,,-,0.4,,울산,-,1.0,,,,1.0,2025-07-07 01:00,1.0,0.029
1.0,27,0.002,1.0,28,2.0,,2.0,15,,도시대기,부곡동(울산),0.009,1.0,238122,,56,0.4,,울산,18,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.035
2.0,35,0.003,1.0,27,2.0,,2.0,16,,도시대기,여천동(울산),0.01,1.0,238123,,56,1.1,,울산,18,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.032
,-,0.002,,-,1.0,통신장애,,-,,도시대기,선암동,0.018,1.0,238124,,-,0.4,통신장애,울산,-,1.0,,,,1.0,2025-07-07 01:00,,0.02
1.0,26,0.002,1.0,27,1.0,,1.0,13,,도시대기,삼산동,0.015,1.0,238125,,50,0.5,,울산,15,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.028
2.0,23,0.002,1.0,25,1.0,,2.0,16,,도로변대기,신정로,0.011,1.0,238126,,59,0.4,,울산,19,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.02
1.0,21,0.002,1.0,19,1.0,,2.0,15,,도시대기,신정동,0.01,1.0,238127,,54,0.4,,울산,17,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.027
1.0,22,0.002,1.0,27,1.0,,2.0,14,,도시대기,덕신리,0.009,1.0,238128,,51,0.3,,울산,16,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.014
2.0,26,0.002,1.0,30,1.0,,1.0,16,,도시대기,무거동,0.014,1.0,238129,,47,0.3,,울산,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.017
2.0,28,0.003,1.0,25,1.0,,2.0,20,,도시대기,효문동,0.01,1.0,238130,,54,0.4,,울산,17,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.022
,,,,,,,,,,도시대기,화산리,,,238371,,,,,울산,,,,,,,,,
1.0,26,0.002,1.0,24,1.0,,1.0,12,,도시대기,상남리,0.014,1.0,238373,,50,0.3,,울산,15,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.014
2.0,23,0.002,1.0,25,1.0,,1.0,18,,도시대기,농소동,0.012,1.0,238374,,47,0.3,,울산,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.021
1.0,19,0.002,1.0,22,1.0,,1.0,14,,도시대기,삼남읍,0.007,1.0,238375,,48,0.3,,울산,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.029
2.0,24,0.002,1.0,27,2.0,,2.0,16,,도시대기,약사동,0.006,1.0,238376,,57,0.3,,울산,13,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.037
1.0,20,0.001,1.0,20,1.0,,1.0,13,,도시대기,웅촌면,0.009,1.0,238377,,43,0.4,,울산,13,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.014
1.0,19,0.002,1.0,23,1.0,,1.0,11,,도시대기,범서읍,0.01,1.0,238378,,37,0.3,,울산,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.018
2.0,20,0.002,1.0,25,1.0,,2.0,23,,도로변대기,북부순환도로,0.01,1.0,238379,,51,0.4,,울산,16,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.021
2.0,24,0.002,1.0,24,1.0,,2.0,21,,도시대기,송정동,0.008,1.0,238380,,59,0.5,,울산,19,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.022
1.0,30,0.002,1.0,22,2.0,,2.0,15,,도시대기,전하동,0.007,1.0,238381,,59,0.4,,울산,19,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.037
2.0,27,0.003,1.0,25,1.0,,1.0,16,,도로변대기,산업로,0.011,1.0,238383,,47,0.5,,울산,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.012
2.0,30,0.012,1.0,27,1.0,,2.0,21,,항만,울산항,0.01,1.0,238902,,66,0.4,,울산,22,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.026
1.0,21,0.003,1.0,20,1.0,,2.0,12,,도시대기,고읍,0.007,1.0,131562,,51,0.3,,경기,16,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.024
1.0,22,0.002,1.0,16,1.0,,1.0,10,,도시대기,보산동,0.008,1.0,131571,,40,0.3,,경기,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.017
1.0,17,0.001,1.0,16,1.0,,1.0,11,,도시대기,봉산동,0.005,1.0,131581,,29,0.4,,경기,7,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.017
1.0,22,0.001,2.0,32,1.0,,1.0,10,,도시대기,공도읍,0.004,1.0,131583,,40,0.4,,경기,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.024
1.0,24,0.001,1.0,20,1.0,,2.0,14,,도시대기,죽산면,0.005,1.0,131584,,51,0.4,,경기,16,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.015
2.0,26,0.003,1.0,25,1.0,,2.0,17,,도시대기,중앙동(경기),0.007,1.0,131591,,51,0.3,,경기,16,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.025
2.0,27,0.003,1.0,23,2.0,,2.0,19,,도시대기,대신면,0.009,1.0,131592,,64,0.3,,경기,21,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.037
2.0,29,0.003,1.0,25,2.0,,2.0,16,,도시대기,가남읍,0.008,1.0,131593,,55,0.2,,경기,13,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.035
1.0,15,0.002,1.0,5,1.0,,1.0,6,,도시대기,연천,0.003,1.0,131601,,36,0.3,,경기,9,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.022
1.0,18,0.001,1.0,7,1.0,,1.0,10,,도시대기,전곡,0.004,1.0,131602,,40,0.4,,경기,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.022
2.0,-,0.002,,-,1.0,,,21,,도시대기,가평,0.005,1.0,131611,,-,0.4,통신장애,경기,23,1.0,,2.0,,1.0,2025-07-07 01:00,,0.005
2.0,27,0.002,1.0,17,1.0,,2.0,20,,도시대기,설악면,0.008,1.0,131612,,61,0.4,,경기,20,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.014
2.0,37,0.003,2.0,40,1.0,,2.0,20,,도시대기,용문면,0.004,1.0,131621,,61,0.3,,경기,20,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.019
2.0,32,0.002,2.0,36,1.0,,2.0,20,,도시대기,양평읍,0.006,1.0,131622,,61,0.4,,경기,20,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.015
1.0,23,0.002,1.0,21,2.0,,2.0,8,,교외대기,연천(DMZ),0.002,1.0,131991,,55,0.2,,경기,9,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.036
2.0,24,0.002,1.0,19,1.0,,1.0,19,,도시대기,신풍동,0.006,1.0,131111,,41,0.6,,경기,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.025
1.0,20,0.003,1.0,18,1.0,,1.0,5,,도시대기,인계동,0.006,1.0,131112,,40,0.5,,경기,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.024
2.0,23,0.002,1.0,20,1.0,,2.0,16,,도시대기,광교동,0.008,1.0,131113,,51,0.5,,경기,16,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.023
1.0,23,0.003,1.0,8,1.0,,1.0,14,,도시대기,영통동,0.002,1.0,131114,,44,0.4,,경기,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.026
1.0,25,0.003,1.0,14,1.0,,1.0,0,,도시대기,천천동,0.006,1.0,131115,,42,0.7,,경기,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.022
2.0,29,0.002,2.0,33,1.0,,1.0,16,,도로변대기,경수대로(동수원),0.007,1.0,131116,,48,0.5,,경기,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.022
2.0,24,0.002,2.0,33,1.0,,1.0,19,,도시대기,고색동,0.008,1.0,131117,,40,0.4,,경기,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.016
1.0,22,0.003,1.0,22,1.0,,1.0,14,,도시대기,호매실,0.006,1.0,131119,,47,0.5,,경기,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.021
1.0,23,0.001,1.0,16,1.0,,1.0,10,,도로변대기,대왕판교로(백현동),0.009,1.0,131120,,38,0.3,,경기,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.017
1.0,26,0.002,1.0,22,1.0,,1.0,11,,도시대기,단대동,0.007,1.0,131121,,43,0.4,,경기,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.022
1.0,22,0.002,1.0,13,1.0,,1.0,4,,도시대기,정자동,0.006,1.0,131123,,37,0.4,,경기,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.021
1.0,23,0.001,1.0,23,1.0,,1.0,12,,도시대기,수내동,0.006,1.0,131124,,43,0.4,,경기,13,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.019
1.0,26,0.003,1.0,21,1.0,,1.0,6,,도로변대기,성남대로(모란역),0.012,1.0,131125,,43,0.4,,경기,9,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.018
1.0,23,0.002,1.0,21,1.0,,1.0,11,,도시대기,복정동,0.01,1.0,131126,,40,0.5,,경기,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.024
2.0,29,0.001,1.0,25,1.0,,1.0,20,,도시대기,운중동,0.008,1.0,131128,,48,0.5,,경기,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.021
1.0,25,0.002,1.0,20,1.0,,1.0,8,,도시대기,상대원동,0.008,1.0,131129,,42,0.6,,경기,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.019
,23,0.004,1.0,18,1.0,통신장애,,-,,도시대기,의정부동,0.01,1.0,131131,,-,0.3,,경기,-,1.0,,,,1.0,2025-07-07 01:00,1.0,0.023
1.0,27,0.004,1.0,25,1.0,,2.0,15,,도시대기,의정부1동,0.008,1.0,131132,,54,0.2,,경기,17,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.023
2.0,38,0.002,2.0,32,1.0,,2.0,19,,도시대기,송산3동,0.009,1.0,131133,,69,0.3,,경기,23,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.013
1.0,23,0.002,1.0,20,2.0,,2.0,9,,도시대기,안양8동,0.005,1.0,131141,,53,0.4,,경기,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.032
1.0,24,0.003,1.0,22,2.0,,2.0,7,,도시대기,부림동,0.006,1.0,131142,,55,0.5,,경기,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.034
1.0,17,0.001,1.0,16,1.0,,1.0,4,,도시대기,호계3동,0.004,1.0,131144,,48,0.4,,경기,6,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.029
1.0,24,0.003,1.0,27,1.0,,1.0,2,,도시대기,안양2동,0.008,1.0,131145,,48,0.4,,경기,5,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.029
1.0,18,0.002,1.0,14,2.0,,2.0,5,,도시대기,철산동,0.004,1.0,131161,,52,0.5,,경기,8,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.031
1.0,33,0.002,1.0,21,1.0,,2.0,12,,도시대기,소하동,0.005,1.0,131163,,53,0.5,,경기,11,1.0,,1.0,,1.0,2025-07-07 01:00,2.0,0.029
1.0,21,0.002,1.0,21,2.0,,2.0,15,,도시대기,고잔동,0.004,1.0,131191,,53,0.3,,경기,9,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.032
2.0,25,0.004,1.0,26,2.0,,2.0,17,,도시대기,초지동,0.002,1.0,131192,,55,0.2,,경기,16,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.035
,15,0.002,1.0,4,1.0,통신장애,,-,,도시대기,본오동,0.003,1.0,131193,,-,0.5,,경기,-,1.0,,,,1.0,2025-07-07 01:00,1.0,0.027
1.0,25,0.003,1.0,21,2.0,,2.0,13,,도시대기,원곡동,0.003,1.0,131194,,52,0.3,,경기,15,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.032
2.0,24,0.002,1.0,24,1.0,,1.0,17,,도시대기,부곡동1,0.005,1.0,131195,,50,0.4,,경기,15,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.029
2.0,20,0.002,1.0,19,2.0,,2.0,16,,도시대기,대부동,0.006,1.0,131196,,58,0.2,,경기,15,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.039
1.0,23,0.002,1.0,23,1.0,,1.0,13,,도시대기,호수동,0.005,1.0,131197,,45,0.3,,경기,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.027
1.0,15,0.002,1.0,14,1.0,,1.0,6,,도로변대기,중앙대로(고잔동),0.005,1.0,131198,,40,0.2,,경기,7,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.024
2.0,25,0.002,2.0,31,1.0,,1.0,20,,도시대기,별양동,0.006,1.0,131201,,47,0.3,,경기,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.023
1.0,24,0.002,1.0,22,1.0,,1.0,10,,도시대기,과천동,0.007,1.0,131202,,40,0.3,,경기,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.023
1.0,25,0.003,1.0,20,1.0,,1.0,9,,도시대기,교문동,0.008,1.0,131211,,47,0.3,,경기,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.028
1.0,24,0.003,1.0,20,1.0,,2.0,11,,도시대기,동구동,0.009,1.0,131212,,51,0.3,,경기,16,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.022
2.0,27,0.003,1.0,29,2.0,,2.0,16,,도시대기,부곡3동,0.005,1.0,131222,,51,0.6,,경기,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.03
1.0,19,0.002,1.0,23,1.0,,1.0,4,,도시대기,고천동,0.006,1.0,131223,,39,0.8,,경기,7,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.023
1.0,20,0.002,1.0,20,2.0,,2.0,11,,도시대기,정왕동,0.003,1.0,131231,,54,0.2,,경기,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.034
1.0,30,0.003,2.0,31,2.0,,2.0,12,,도시대기,시화산단,0.005,1.0,131232,,51,0.1,,경기,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.03
1.0,25,0.003,1.0,25,1.0,,1.0,8,,도시대기,대야동,0.007,1.0,131233,,45,0.3,,경기,9,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.027
1.0,25,0.003,1.0,25,2.0,,2.0,13,,도시대기,목감동,0.005,1.0,131234,,52,0.4,,경기,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.032
2.0,23,0.003,1.0,21,2.0,,2.0,18,,도시대기,장현동,0.002,1.0,131235,,58,0.2,,경기,18,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.038
1.0,24,0.003,1.0,20,1.0,,1.0,14,,도로변대기,서해안로,0.009,1.0,131236,,41,0.1,,경기,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.025
2.0,22,0.003,1.0,21,2.0,,2.0,21,,도시대기,배곧동,0.007,1.0,131237,,54,0.2,,경기,17,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.031
1.0,37,0.001,2.0,36,1.0,,2.0,8,,도시대기,금곡동,0.012,1.0,131241,,57,0.3,,경기,11,1.0,,1.0,,1.0,2025-07-07 01:00,2.0,0.021
2.0,34,0.003,2.0,31,1.0,,2.0,21,,도시대기,오남읍,0.008,1.0,131242,,59,0.3,,경기,19,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.023
,34,0.003,1.0,29,1.0,통신장애,,-,,도시대기,별내동,0.012,1.0,131243,,-,0.3,,경기,-,1.0,,,,1.0,2025-07-07 01:00,2.0,0.026
2.0,39,0.002,2.0,39,1.0,,2.0,28,,도시대기,화도읍,0.011,1.0,131244,,79,0.4,,경기,27,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.01
2.0,31,0.003,1.0,24,1.0,,2.0,17,,도로변대기,경춘로,0.011,1.0,131245,,54,0.3,,경기,17,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.025
2.0,44,0.002,2.0,43,1.0,,2.0,19,,도시대기,와부읍,0.012,1.0,131246,,72,0.3,,경기,24,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.013
2.0,45,0.002,2.0,45,1.0,,2.0,19,,도시대기,진접읍,0.007,1.0,131247,,69,0.2,,경기,23,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.023
1.0,18,0.002,1.0,15,1.0,,1.0,5,,도시대기,비전동,0.004,1.0,131341,,43,0.1,,경기,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.026
2.0,30,0.003,1.0,28,2.0,,2.0,16,,도시대기,안중,0.003,1.0,131342,,57,0.2,,경기,15,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.037
2.0,34,0.003,2.0,43,2.0,,2.0,27,,도시대기,평택항,0.003,1.0,131343,,59,0.5,,경기,19,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.035
1.0,23,0.003,1.0,22,2.0,,2.0,11,,도시대기,송북동,0.005,1.0,131344,,56,0.2,,경기,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.036
2.0,20,0.003,1.0,24,2.0,,2.0,27,,도시대기,청북읍,0.003,1.0,131345,,61,0.4,,경기,20,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.042
1.0,20,0.002,1.0,20,2.0,,2.0,8,,도시대기,고덕동,0.003,1.0,131346,,63,0.1,,경기,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.044
1.0,22,0.001,1.0,22,1.0,,1.0,14,,도시대기,금촌동,0.006,1.0,131371,,45,0.5,,경기,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.027
1.0,20,0.002,1.0,20,1.0,,1.0,10,,도시대기,운정,0.004,1.0,131372,,45,0.4,,경기,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.027
1.0,19,0.002,1.0,21,1.0,,1.0,13,,교외대기,파주,0.005,1.0,131373,,43,0.1,,경기,13,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.023
1.0,20,0.002,1.0,19,1.0,,1.0,2,,도시대기,파주읍,0.003,1.0,131374,,46,0.4,,경기,7,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.028
1.0,28,0.003,2.0,34,1.0,,2.0,13,,도시대기,행신동,0.009,1.0,131381,,51,0.2,,경기,16,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.03
1.0,29,0.003,1.0,27,1.0,,1.0,15,,도시대기,식사동,0.009,1.0,131382,,48,0.2,,경기,13,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.027
2.0,27,0.002,1.0,29,2.0,,2.0,26,,도로변대기,백마로(마두역),0.006,1.0,131383,,52,0.1,,경기,13,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.032
2.0,18,0.002,1.0,12,1.0,,2.0,19,,도시대기,신원동,0.008,1.0,131384,,59,0.2,,경기,19,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.013
1.0,18,0.003,1.0,14,2.0,,2.0,10,,도시대기,주엽동,0.007,1.0,131385,,53,0.1,,경기,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.033
2.0,35,0.002,2.0,40,1.0,,2.0,18,,도시대기,경안동,0.01,1.0,131392,,55,0.5,,경기,16,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.021
1.0,23,0.002,1.0,21,1.0,,1.0,14,,도시대기,오포1동,0.01,1.0,131394,,47,0.3,,경기,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.014
1.0,32,0.001,2.0,35,1.0,,2.0,11,,도시대기,곤지암,0.01,1.0,131395,,52,0.5,,경기,15,1.0,,1.0,,1.0,2025-07-07 01:00,2.0,0.014
1.0,21,0.001,1.0,20,1.0,,1.0,15,,도시대기,김량장동,0.003,1.0,131411,,47,0.3,,경기,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.027
1.0,24,0.001,1.0,22,1.0,,1.0,5,,도시대기,수지,0.004,1.0,131412,,47,0.4,,경기,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.025
1.0,24,0.001,1.0,23,1.0,,1.0,7,,도시대기,기흥,0.005,1.0,131413,,43,0.6,,경기,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.026
